seed,cenario,algoritmo,num_processos,total_seeds,quantum,custo_troca,turnaround_medio,trocas_contexto,slowdown_medio,jain_slowdown_pct
23,cpu_bound,fcfs,1000,100,4,1,19878.332,1500,481.55619020275753,77.21300109992734
23,cpu_bound,prioridade,1000,100,4,1,17862.445,1500,482.07930676750226,57.818609774686024
23,cpu_bound,round_robin,1000,100,4,1,34633.389,10913,848.5059165726569,94.4749193685619
23,equilibrado,epa,1000,100,4,1,21721.667,3480,498.7841582774375,44.243526929609466
23,equilibrado,fcfs,1000,100,4,1,22350.661,3481,512.5706451415801,43.54842199676362
23,equilibrado,prioridade,1000,100,4,1,18381.206,3481,662.0596543919222,21.01740274268794
23,equilibrado,round_robin,1000,100,4,1,28353.177,10405,599.3740856709104,80.90355194681855
23,io_bound,epa,1000,100,4,1,9774.844,6475,203.91967503069088,61.11354414981144
23,io_bound,fcfs,1000,100,4,1,15951.967,6481,309.12977495233747,92.88055389651
23,io_bound,prioridade,1000,100,4,1,10950.998,6481,223.90102947341106,64.24698237433908
23,io_bound,round_robin,1000,100,4,1,15951.967,6481,309.12977495233747,92.88055389651
23,prioridades_desbalanceadas,epa,1000,100,4,1,21397.617,3480,529.2990571725347,31.22037459906846
23,prioridades_desbalanceadas,fcfs,1000,100,4,1,22207.617,3481,526.8822379307794,46.845955310640775
23,prioridades_desbalanceadas,prioridade,1000,100,4,1,19118.452,3481,814.3722166931828,10.852382273765166
23,prioridades_desbalanceadas,round_robin,1000,100,4,1,27967.664,10339,588.8030182673094,83.01325047629868
24,cpu_bound,epa,1000,100,4,1,20039.836,1478,470.453591043216,80.40231135542042
24,cpu_bound,fcfs,1000,100,4,1,19137.178,1478,473.398245562246,78.44459575512585
24,cpu_bound,prioridade,1000,100,4,1,17533.845,1478,503.19472024247636,55.14315218237546
24,cpu_bound,round_robin,1000,100,4,1,33059.507,10693,832.8731449840359,93.8698492363518
24,equilibrado,epa,1000,100,4,1,21029.933,3441,519.6910342109647,34.138917668429826
24,equilibrado,fcfs,1000,100,4,1,21834.091,3441,534.7649496140303,34.320299041669855
24,equilibrado,prioridade,1000,100,4,1,17823.016,3441,698.3221792229971,16.90098259019066
24,equilibrado,round_robin,1000,100,4,1,27541.867,10261,607.0192679161701,76.09002234893349
24,io_bound,epa,1000,100,4,1,9762.729,6437,205.78948026727272,62.726904148404365
24,io_bound,fcfs,1000,100,4,1,15884.67,6441,311.15332723580633,92.0342531357766
24,io_bound,prioridade,1000,100,4,1,10903.961,6441,225.27068902604344,64.53089361492582
24,io_bound,round_robin,1000,100,4,1,15884.67,6441,311.15332723580633,92.0342531357766
24,prioridades_desbalanceadas,epa,1000,100,4,1,21308.829,3441,543.0567474373897,29.261874784946325
24,prioridades_desbalanceadas,fcfs,1000,100,4,1,21977.645,3441,536.0684213041558,37.916476351748926
24,prioridades_desbalanceadas,prioridade,1000,100,4,1,18904.545,3441,780.285007596246,11.607838195786506
24,prioridades_desbalanceadas,round_robin,1000,100,4,1,27517.223,10274,595.9054325494601,78.5507662602299
